Date,Open,High,Low,Close,Adj Close,Volume
2021-02-08,13937.05957,13987.74023,13894.15039,13987.63965,13987.63965,8439940000
2021-02-09,13966.82031,14044.9502,13966.54981,14007.7002,14007.7002,8658980000
2021-02-10,14093.34961,14109.12012,13845.46973,13972.53027,13972.53027,10165550000
2021-02-11,14045.20996,14058.91016,13916.84961,14025.76953,14025.76953,10000200000
2021-02-12,13979.20996,14102.04004,13937.70996,14095.46973,14095.46973,7352960000
2021-02-16,14152.20996,14175.12012,13995.4502,14047.5,14047.5,7646300000
2021-02-17,13911.65039,13976.42969,13804.25977,13965.49023,13965.49023,7227140000
2021-02-18,13814.66992,13905.95996,13714.34961,13865.36035,13865.36035,6454280000
2021-02-19,13929.2002,13985.58008,13842.59961,13874.45996,13874.45996,6686060000
2021-02-22,13714.2002,13757.05957,13530.95996,13533.04981,13533.04981,6435100000
2021-02-23,13262.61035,13526.08984,13003.98047,13465.2002,13465.2002,7482840000
2021-02-24,13400.25,13607.36035,13286.58984,13597.96973,13597.96973,5793430000
2021-02-25,13512.63965,13602.86035,13066.37988,13119.42969,13119.42969,6335240000
2021-02-26,13232.90039,13368.05957,13024.53027,13192.34961,13192.34961,5883880000
2021-03-01,13406.16016,13596.58984,13362.66016,13588.83008,13588.83008,5047710000
2021-03-02,13599.4502,13601.33008,13352,13358.79004,13358.79004,4920320000
2021-03-03,13336.25,13372.51953,12995.07031,12997.75,12997.75,5493960000
2021-03-04,12953.99023,13068.70996,12553.95996,12723.46973,12723.46973,7799710000
2021-03-05,12860.04004,12941.20996,12397.04981,12920.15039,12920.15039,7696900000
2021-03-08,12904.25977,13001,12599.23047,12609.16016,12609.16016,5971260000
2021-03-09,12923.07031,13151.54004,12882.49023,13073.82031,13073.82031,6294910000
2021-03-10,13234.73047,13277.11035,13035.44043,13068.83008,13068.83008,5991730000
2021-03-11,13273.30957,13433.62012,13246.33008,13398.66992,13398.66992,5956260000
2021-03-12,13222.80957,13324.69043,13158.71973,13319.86035,13319.86035,5472340000
2021-03-15,13323.46973,13460.34961,13272.5,13459.70996,13459.70996,5933440000
2021-03-16,13523.16992,13620.70996,13397.08008,13471.57031,13471.57031,5463770000
2021-03-17,13336.91016,13595,13272.69043,13525.2002,13525.2002,5465500000
2021-03-18,13349.2002,13384.45996,13101.91992,13116.16992,13116.16992,5699900000
2021-03-19,13119.90039,13252.37012,13039.4502,13215.24023,13215.24023,7591530000
2021-03-22,13278.78027,13455.63965,13278.78027,13377.54004,13377.54004,5302770000
2021-03-23,13381.42969,13405.15039,13202.42969,13227.7002,13227.7002,5607860000
2021-03-24,13289.24023,13292.91992,12961.34961,12961.88965,12961.88965,6184470000
2021-03-25,12844.58008,13021.86035,12786.80957,12977.67969,12977.67969,5608640000
2021-03-26,12996.03027,13149.54981,12878.71973,13138.73047,13138.73047,5195330000
2021-03-29,13103.96973,13143.41016,12968.16016,13059.65039,13059.65039,4934000000
2021-03-30,13008.79981,13075.75,12922.57031,13045.38965,13045.38965,4685320000
2021-03-31,13122.57031,13325.54004,13118.37988,13246.87012,13246.87012,4980670000
2021-04-01,13414.32031,13487.08008,13404.17969,13480.11035,13480.11035,4553470000
2021-04-05,13594.90039,13720.58008,13582.75977,13705.58984,13705.58984,4439970000
2021-04-06,13681.66992,13776.70996,13674.28027,13698.37988,13698.37988,4038510000
2021-04-07,13675.29981,13733.03027,13653.58984,13688.83984,13688.83984,4078990000
2021-04-08,13796.88965,13830.13965,13758.70996,13829.30957,13829.30957,4133640000
2021-04-09,13787.01953,13905.41016,13748.34961,13900.19043,13900.19043,3906460000
2021-04-12,13854.44043,13877,13783.9502,13850,13850,4230160000
2021-04-13,13902.4502,14011.50977,13902.4502,13996.09961,13996.09961,4200290000
2021-04-14,14004.08008,14033.62988,13839.04004,13857.83984,13857.83984,4102380000
2021-04-15,13983.23047,14049.12988,13970.41992,14038.75977,14038.75977,4382620000
2021-04-16,14059.11035,14062.5,13977.04981,14052.33984,14052.33984,4414640000
2021-04-19,13984.58008,14041.79004,13842.57031,13914.76953,13914.76953,4349340000
2021-04-20,13894.45996,13927.66992,13698.66992,13786.26953,13786.26953,4229410000
2021-04-21,13745.76953,13951.34961,13706.86035,13950.21973,13950.21973,3967090000
2021-04-22,13952.57031,14015.87012,13771.04004,13818.41016,13818.41016,4397030000
2021-04-23,13861.37012,14062.74023,13856.83008,14016.80957,14016.80957,4332500000
2021-04-26,14052.37988,14154.03027,14019.5,14138.78027,14138.78027,4479480000
2021-04-27,14170.91016,14171.24023,14064.28027,14090.21973,14090.21973,4665430000
2021-04-28,14082.78027,14133.65039,14034.7002,14051.03027,14051.03027,4532050000
2021-04-29,14204.50977,14211.57031,13952.79981,14082.54981,14082.54981,4854340000
2021-04-30,13970.73047,14084.75977,13941.62988,13962.67969,13962.67969,4762770000
2021-05-03,14031.76953,14042.12012,13881.50977,13895.12012,13895.12012,4718850000
2021-05-04,13774.50977,13795.57031,13485.58984,13633.5,13633.5,5852850000
2021-05-05,13731.12988,13753.04981,13553.92969,13582.41992,13582.41992,4517100000
2021-05-06,13557.83008,13635.73047,13439.38965,13632.83984,13632.83984,5000710000
2021-05-07,13723.08984,13828.62012,13690.75,13752.24023,13752.24023,4376800000
2021-05-10,13687.58984,13687.92969,13401.74023,13401.86035,13401.86035,4795690000
2021-05-11,13115.84961,13423.30957,13107.66992,13389.42969,13389.42969,4719720000
2021-05-12,13215.49023,13288.61035,13002.54004,13031.67969,13031.67969,4730740000
2021-05-13,13150.94043,13247.87012,13007.24023,13124.99023,13124.99023,4681530000
2021-05-14,13255.65039,13460.87988,13242.96973,13429.98047,13429.98047,4008110000
2021-05-17,13368.79981,13399.16992,13265.40039,13379.04981,13379.04981,3980630000
2021-05-18,13416.90039,13485.33984,13299.92969,13303.63965,13303.63965,4283680000
2021-05-19,13078.19043,13304.61035,13072.23047,13299.74023,13299.74023,4314980000
2021-05-20,13356.62988,13563.51953,13355.70996,13535.74023,13535.74023,3972730000
2021-05-21,13616.19043,13616.58008,13463.25977,13470.99023,13470.99023,3704590000
2021-05-24,13557.20996,13708.84961,13551.00977,13661.16992,13661.16992,3490650000
2021-05-25,13721.54004,13751.13965,13631.79981,13657.16992,13657.16992,4084480000
2021-05-26,13693.94043,13750.16016,13679.58984,13738,13738,4231140000
2021-05-27,13742.58984,13776.51953,13701.62988,13736.28027,13736.28027,5057550000
2021-05-28,13792.04981,13820.87012,13747.61035,13748.74023,13748.74023,4435220000
2021-06-01,13829.05957,13836.16992,13678.76953,13736.48047,13736.48047,4155670000
2021-06-02,13743.24023,13775.88965,13689.74023,13756.33008,13756.33008,5059810000
2021-06-03,13655.75,13684.12988,13548.92969,13614.50977,13614.50977,5367460000
2021-06-04,13697.25,13826.82031,13692.00977,13814.49023,13814.49023,4341800000
2021-06-07,13802.82031,13889.11035,13784.88965,13881.71973,13881.71973,4602940000
2021-06-08,13946.32031,13981.71973,13831.98047,13924.91016,13924.91016,5894140000
2021-06-09,13980.23047,14003.5,13906.4502,13911.75,13911.75,5607720000
2021-06-10,13933.87988,14031.19043,13904.40039,14020.33008,14020.33008,4889500000
2021-06-11,14030.84961,14069.41992,14006.58984,14069.41992,14069.41992,4140190000
2021-06-14,14083.46973,14175.4502,14056.66992,14174.13965,14174.13965,4394380000
2021-06-15,14166.63965,14171.01953,14052.16016,14072.86035,14072.86035,4517770000
2021-06-16,14085.54981,14129.69043,13903.73047,14039.67969,14039.67969,4632480000
2021-06-17,13999.12988,14196.20996,13998.92969,14161.34961,14161.34961,4526780000
2021-06-18,14096.92969,14129.21973,14009.04004,14030.37988,14030.37988,6105960000
2021-06-21,14047.41992,14150.78027,13960.04004,14141.48047,14141.48047,4523120000
2021-06-22,14138.29004,14269.76953,14121,14253.26953,14253.26953,4405260000
2021-06-23,14263.37988,14317.66016,14246.29981,14271.73047,14271.73047,4394600000
2021-06-24,14357.26953,14414.45996,14333.7002,14369.70996,14369.70996,4297280000
2021-06-25,14400.80957,14409.08008,14337.65039,14360.38965,14360.38965,7436800000
2021-06-28,14417.80957,14505.19043,14417.2002,14500.50977,14500.50977,4235620000
2021-06-29,14509.19043,14535.96973,14471.37988,14528.33008,14528.33008,4842860000
2021-06-30,14509.84961,14526.80957,14478.05957,14503.9502,14503.9502,5264790000
2021-07-01,14493.69043,14533.54981,14439.40039,14522.37988,14522.37988,4371620000
2021-07-02,14582.98047,14649.11035,14555.33984,14639.33008,14639.33008,3731730000
2021-07-06,14661.54981,14687,14529.79981,14663.63965,14663.63965,4464780000
2021-07-07,14753.41016,14755.33008,14580.79004,14665.05957,14665.05957,4582030000
2021-07-08,14409.2002,14610.05957,14371.58984,14559.78027,14559.78027,4550600000
2021-07-09,14578.42969,14710.2002,14552.25977,14701.91992,14701.91992,3809040000
2021-07-12,14743.86035,14761.08008,14672.62988,14733.24023,14733.24023,3864500000
2021-07-13,14715.12988,14803.67969,14660.19043,14677.65039,14677.65039,4553380000
2021-07-14,14780.90039,14790.54981,14632.9502,14644.9502,14644.9502,4461730000
2021-07-15,14635.78027,14650.37012,14451.79981,14543.12988,14543.12988,4493540000
2021-07-16,14597.50977,14623.01953,14413.32031,14427.24023,14427.24023,4048940000
2021-07-19,14235.98047,14313.59961,14178.66016,14274.98047,14274.98047,4507040000
2021-07-20,14330.45996,14555.75,14271.23047,14498.87988,14498.87988,4618980000
2021-07-21,14508.75,14633.13965,14498.65039,14631.9502,14631.9502,4075150000
2021-07-22,14652.71973,14694.19043,14617.87012,14684.59961,14684.59961,3574560000
2021-07-23,14753.05957,14846.05957,14698.76953,14836.99023,14836.99023,3959410000
2021-07-26,14821.03027,14863.65039,14790.49023,14840.70996,14840.70996,4409960000
2021-07-27,14807.9502,14811.08008,14503.75977,14660.58008,14660.58008,4300000000
2021-07-28,14715.66016,14798.87988,14645.62988,14762.58008,14762.58008,4235390000
2021-07-29,14771.16992,14833.74023,14761.37988,14778.25977,14778.25977,3904590000
2021-07-30,14615.84961,14728.78027,14615.84961,14672.67969,14672.67969,3628750000
2021-08-02,14758.59961,14770.41016,14665.66992,14681.07031,14681.07031,3738200000
2021-08-03,14713.99023,14762.59961,14584.08984,14761.29004,14761.29004,4117520000
2021-08-04,14747.20996,14812.37012,14734.12012,14780.53027,14780.53027,4319400000
2021-08-05,14794.08008,14896.46973,14776.03027,14895.12012,14895.12012,4087320000
2021-08-06,14864.21973,14890.17969,14788.58984,14835.75977,14835.75977,4159050000
2021-08-09,14855.75977,14883.80957,14802.69043,14860.17969,14860.17969,4095760000
2021-08-10,14887.75,14894.61035,14754.48047,14788.08984,14788.08984,3978790000
2021-08-11,14834.37988,14842.5,14692.41016,14765.13965,14765.13965,3980530000
2021-08-12,14751.36035,14824.30957,14698.94043,14816.25977,14816.25977,4020260000
2021-08-13,14825.07031,14850.61035,14797.21973,14822.90039,14822.90039,4038130000
2021-08-16,14771.53027,14794.67969,14610.01953,14793.75977,14793.75977,3953840000
2021-08-17,14670.55957,14716.9502,14550.87988,14656.17969,14656.17969,4151190000
2021-08-18,14636.24023,14697.25,14516.29981,14525.91016,14525.91016,3814120000
2021-08-19,14423.16016,14610.75977,14423.16016,14541.79004,14541.79004,4172870000
2021-08-20,14571.53027,14722.16016,14571.53027,14714.66016,14714.66016,3864780000
2021-08-23,14776.98047,14963.46973,14776.98047,14942.65039,14942.65039,3893990000
2021-08-24,14978.13965,15034.88965,14965.54004,15019.79981,15019.79981,3792870000
2021-08-25,15039.03027,15059.42969,15011.58008,15041.86035,15041.86035,3629990000
2021-08-26,15025.16992,15059.62988,14939.55957,14945.80957,14945.80957,3610970000
2021-08-27,14969.76953,15144.48047,14966.51953,15129.5,15129.5,4006310000
2021-08-30,15165.94043,15288.08008,15165.12012,15265.88965,15265.88965,4034110000
2021-08-31,15262.87988,15278.95996,15202.66992,15259.24023,15259.24023,4170170000
2021-09-01,15308.98047,15379.5,15302.11035,15309.37988,15309.37988,4248030000
2021-09-02,15358.46973,15380.07031,15285.34961,15331.17969,15331.17969,4018120000
2021-09-03,15313.41016,15375.55957,15283.66992,15363.51953,15363.51953,3692170000
2021-09-07,15375.98047,15403.44043,15343.28027,15374.33008,15374.33008,3967040000
2021-09-08,15360.34961,15360.34961,15206.61035,15286.63965,15286.63965,4113530000
2021-09-09,15296.05957,15352.37988,15245.16992,15248.25,15248.25,3997250000
2021-09-10,15332.91992,15349.46973,15111.30957,15115.49023,15115.49023,4567980000
2021-09-13,15211.42969,15215.44043,15030.84961,15105.58008,15105.58008,4701190000
2021-09-14,15168.4502,15181.19043,15008.29981,15037.75977,15037.75977,4571950000
2021-09-15,15071.33984,15174.37988,14984.67969,15161.53027,15161.53027,4446270000
2021-09-16,15120.08984,15205.5,15047.13965,15181.91992,15181.91992,3681700000
2021-09-17,15163.36035,15166.55957,14998.73047,15043.96973,15043.96973,6682650000
2021-09-20,14758.13965,14841.82031,14530.07031,14713.90039,14713.90039,4860630000
2021-09-21,14803.36035,14847.03027,14696.46973,14746.40039,14746.40039,4056340000
2021-09-22,14800.58984,14950.12012,14767.00977,14896.84961,14896.84961,4229870000
2021-09-23,14960,15085.44043,14932.50977,15052.24023,15052.24023,4176520000
2021-09-24,14961.61035,15067.55957,14946.57031,15047.7002,15047.7002,3972140000
2021-09-27,14954.17969,15003.16016,14864.95996,14969.96973,14969.96973,4619450000
2021-09-28,14787.20996,14817.74023,14539.87988,14546.67969,14546.67969,4954270000
2021-09-29,14614.87988,14676.62012,14493.66992,14512.44043,14512.44043,5246170000
2021-09-30,14582.59961,14632.36035,14444.29981,14448.58008,14448.58008,5910550000
2021-10-01,14494.92969,14606.82031,14324.00977,14566.7002,14566.7002,4688550000
2021-10-04,14493.12012,14499.74023,14181.69043,14255.48047,14255.48047,4539650000
2021-10-05,14312.86035,14508.65039,14299.78027,14433.83008,14433.83008,4143190000
2021-10-06,14289.4502,14509.54981,14259.07031,14501.91016,14501.91016,4443760000
2021-10-07,14631.79981,14755.71973,14615.13965,14654.01953,14654.01953,3936210000
2021-10-08,14694.71973,14699.91016,14569.67969,14579.54004,14579.54004,3557630000
2021-10-11,14540.09961,14665.98731,14520.32617,14570.93359,14570.93359,2344787000
